OBJECTID,PA_ID,PA_PID,NAME,TYPE,TYPE_ABBR,IUCN,NRS_PA,NRS_MPA,GAZ_AREA,GIS_AREA,GAZ_DATE,LATEST_GAZ,STATE,AUTHORITY,DATASOURCE,GOVERNANCE,COMMENTS,ENVIRON,OVERLAP,MGT_PLAN,RES_NUMBER,ZONE_TYPE,EPBC,LONGITUDE,LATITUDE,PA_SYSTEM,Shape__Area,Shape__Length
7091,TAS_13521,TAS_13521_b,Millvale Rd Dromedary,Conservation Covenant,ACCP,IV,Y,,0,67.39150914,2010/04/12 00:00:00+00,2010/04/12 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,FCF,T,1,M,TAS13521,,Private,147.16850354,-42.72634677,NRS,7.40697612290185e-05,0.0578727511745209
7092,TAS_50426,TAS_50426,Eaglehawk Bay,State Reserve,SR,III,Y,,0,32.96152036,1946/07/03 00:00:00+00,1999/04/30 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,I,TAS50426,,State,147.89235597,-43.02250131,NRS,3.6401105146351e-05,0.147324751932573
7094,WA_33618,WA_33618,Unnamed WA33618,Management Area,MA,NAS,Y,,0.2791,0.25213625,1975/10/17 00:00:00+00,1975/10/17 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,SCRM Act - River Reserve,T,1,M,WA33618,,State,115.99338677,-31.87104682,NRS,2.403026613255e-07,0.00264916007551865
7095,TAS_50745,TAS_50745_q,Pasco Group,Conservation Area,CA,V,Y,,0,14.7810817,2011/09/07 00:00:00+00,2011/09/07 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,B,1,N,TAS50745,,State,147.77501914,-39.94250595,NRS,1.5576203822786e-05,0.0332575763993596
7096,TAS_50701,TAS_50701_b,Edgcumbe Beach,Conservation Area,CA,V,Y,,0,0.22687551,2011/10/12 00:00:00+00,2011/10/12 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,B,1,N,TAS50701,,State,145.41742951,-40.86077229,NRS,2.42312051278e-07,0.00373321516572729
7097,WA_41102,WA_41102,Unnamed WA41102,5(1)(h) Reserve,S5H,VI,Y,,7.294,6.93400367,1989/09/22 00:00:00+00,2012/09/17 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,M,WA41102,,State,115.71997425,-32.54142891,NRS,6.656540356055e-06,0.0190415907442544
7100,VIC_4233,VIC_4233,Pomborneit North N.C.R.,Natural Features Reserve,NFR,Ia,Y,,56.96,56.950293,2002/06/03 00:00:00+00,2002/06/03 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,M,4233,,State,143.34024039,-38.23672388,NRS,5.86023665526695e-05,0.0335985314024734
7101,VIC_1068,VIC_1068,Mildura I14 B.R,Natural Features Reserve,NFR,IV,Y,,7.136,7.12248005,1979/05/01 00:00:00+00,1980/05/28 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1068,,State,142.16027011,-34.26776037,NRS,6.9720737624125e-06,0.0106135293842487
7102,AWC_8,AWC_8,Kalamurina,Private Nature Reserve,PNR,II,Y,,0,676324.36638013,,,SA,AWC,AWC,P,,T,1,M,8,,Private,137.62736204,-27.80044464,NRS,0.619286641069719,3.96487369901242
7103,VIC_3382,VIC_3382,Cobberas,Wilderness Zone,WZ,II,Y,,0,5.81922092,1992/06/30 00:00:00+00,1992/06/30 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,M,3382,,State,148.15502985,-36.7906323,NRS,5.876554931101e-06,0.212373397904601
7104,QLD_NR349,QLD_NR349,Wild Wings and Swampy Things,Nature Refuge,NREF,VI,Y,,38.6,40.7397262,2006/12/15 00:00:00+00,2006/12/15 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,PA289,,Private,145.32817509,-16.26234877,NRS,3.44404432662305e-05,0.046848324146412
7105,TAS_50390,TAS_50390_b,Pipers River,Private Sanctuary,PS,IV,Y,,0,15.89285411,1938/12/07 00:00:00+00,1938/12/07 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,Also Conservation Covenant,T,1,M,TAS50390,,Private,147.17596529,-41.28864583,NRS,1.7083301542527e-05,0.022165722568517
7106,SA_1381,SA_1381,Unnamed (No.HA1381),Heritage Agreement,HA,III,Y,,16.83837768,16.86979904,2006/12/21 00:00:00+00,2006/12/21 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1381,,State,138.78220753,-35.14974451,NRS,1.6687706338941e-05,0.0392322744974622
7107,TAS_50045,TAS_50045,Foochow,Conservation Area,CA,VI,Y,,0,5891.84091827,1996/07/24 00:00:00+00,2004/07/21 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,I,TAS50045,,State,148.09143582,-39.87954326,NRS,0.0062035411900353,0.818629968182456
7108,SA_1654,SA_1654,Unnamed (No.HA1654),Heritage Agreement,HA,III,Y,,10.58995521,10.61213161,2022/11/17 00:00:00+00,2022/11/17 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1654,,State,138.72928347,-35.0310485,NRS,1.0482354557037e-05,0.0146071518673739
7109,SA_160,SA_160,Unnamed (No.HA160),Heritage Agreement,HA,III,Y,,88.35832046,88.62641599,1988/03/31 00:00:00+00,1988/03/31 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_160,,State,139.39223268,-34.47053582,NRS,8.6961994801004e-05,0.053274439281342
7110,VIC_1864,VIC_1864,McClure B.R,Natural Features Reserve,NFR,IV,Y,,79.555,79.57789367,1987/09/22 00:00:00+00,1992/08/18 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1864,,State,141.73498315,-36.7288046,NRS,8.0278638554829e-05,0.0534378685917408
7112,TAS_50099,TAS_50099_d,Night Island,Conservation Area,CA,VI,Y,,0,0.69385902,1951/04/11 00:00:00+00,2012/10/24 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC. This protected area was in Marine CAPAD in 2016 (PA_ID_grp 294),B,1,I,TAS50099,,State,148.02078414,-40.48703596,NRS,7.36990116992e-07,0.00761886755730742
7115,TAS_50244,TAS_50244_af,Maria Island,National Park,NP,II,Y,,0,0.0542014,1971/06/02 00:00:00+00,2007/11/14 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,M,TAS50244,,State,148.08437,-42.72434938,NRS,5.9571420211e-08,0.000951588770985757
7116,TAS_24393,TAS_24393_b,Umtali #2,Conservation Covenant,ACCP,IV,Y,,0,33.71684191,2003/08/08 00:00:00+00,2003/08/08 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PFRP,T,1,M,TAS24393,,Private,147.34404025,-41.01846832,NRS,3.6095283561953e-05,0.0614605142697004
7118,NTWA_0178,NTWA_0178B,NTWA Bushland covenant (0178),Conservation Covenant,ACCP,IV,Y,,0,0.11550836,2019/01/30 00:00:00+00,2019/01/30 00:00:00+00,WA,NTWA,NTWA,P,Covenant is over small strip of river crossing only - purpose restrict use,T,1,M,0178B,,Private,115.20310308,-33.6700923,NRS,1.12291994617e-07,0.00246734771626568
7119,VIC_1808,VIC_1808,Yarrock I18 B.R,Natural Features Reserve,NFR,IV,Y,,12.868,12.86978264,1987/09/22 00:00:00+00,1991/06/19 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1808,,State,141.18917185,-36.31089401,NRS,1.29142418666625e-05,0.0228572745103902
7120,TAS_51028,TAS_51028,Mount Victoria,Regional Reserve,RR,IV,Y,,0,8275.91116878,1998/12/18 00:00:00+00,2013/12/11 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,Transfer of FRs,T,1,N,TAS51028,,State,147.85201012,-41.30617913,NRS,0.0088991141135705,0.870396444252853
7121,SA_0123,SA_0123,Baird Bay Islands,Conservation Park,CP,IV,Y,,54.95796623,27.60248778,1967/03/16 00:00:00+00,1972/04/27 00:00:00+00,SA,SA_DEW,SA_DEW,G,,B,1,M,SA_0123,,State,134.28340037,-33.08129898,NRS,2.66698624725995e-05,0.0356459840627591
7123,TAS_50689,TAS_50689,Clarence River,Conservation Area,CA,V,Y,,0,15.76766332,2011/11/30 00:00:00+00,2011/11/30 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,T,1,N,TAS50689,,State,146.40001262,-42.17884658,NRS,1.7182456491842e-05,0.0882631458146247
7124,VIC_1564,VIC_1564,Carlsruhe B.R.,Natural Features Reserve,NFR,IV,Y,,0.778,0.77863876,1988/08/23 00:00:00+00,2006/07/18 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1564,,State,144.47785745,-37.21137885,NRS,7.90396344411e-07,0.004093097238682
7125,VIC_718,VIC_718,Connangorach Swamp W.R,Natural Features Reserve,NFR,VI,Y,,170.633,170.68448521,1983/11/22 00:00:00+00,1986/09/23 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,718,,State,142.0396142,-36.98331147,NRS,0.000172749305492439,0.0484777283632922
7126,VIC_4265,VIC_4265,Youanmite N.C.R.,Natural Features Reserve,NFR,Ia,Y,,100.589,100.05993502,2004/07/29 00:00:00+00,2004/07/29 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,M,4265,,State,145.6791009,-36.15251643,NRS,0.000100206809162639,0.0480821762447322
7129,QLD_0957GME001,QLD_0957GME001,Gympie,National Park,NP,II,Y,,1768,1769.1711341,2001/05/04 00:00:00+00,2006/06/02 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,0957GME001,,State,152.70949173,-26.05496093,NRS,0.00159605919694683,0.670796239384173
7132,SA_1440,SA_1440,Unnamed (No.HA1440),Heritage Agreement,HA,III,Y,,42.78972815,42.92073435,2008/11/07 00:00:00+00,2008/11/07 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1440,,State,138.26708006,-34.45289482,NRS,4.21057314118985e-05,0.03037171896942
7134,SA_1593,SA_1593,Unnamed (No.HA1593),Heritage Agreement,HA,III,Y,,9.90799826,9.93006251,2019/03/05 00:00:00+00,2019/03/05 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1593,,State,138.7103576,-34.95861983,NRS,9.8001464106215e-06,0.0195073748445355
7135,SA_921,SA_921,Unnamed (No.HA921),Heritage Agreement,HA,III,Y,,1035.35153983,1040.39048597,1994/09/07 00:00:00+00,1994/09/07 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_921,,State,133.97277542,-31.98068738,NRS,0.000992743212800113,0.157158154848125
7137,NSW_N0552,NSW_N0552,Scabby Range,Nature Reserve,NR,Ia,Y,,4982.06,4872.5699463,1982/12/03 00:00:00+00,1998/07/10 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,M,N0552,,State,148.86515782,-35.77530789,NRS,0.00485685647830408,0.485102566162142
7138,VIC_709,VIC_709,Boundary Swamp W.R,Natural Features Reserve,NFR,VI,Y,,156.112,156.15842324,1983/11/22 00:00:00+00,1992/03/31 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,709,,State,141.87018233,-36.84556471,NRS,0.00015776680275216,0.0468566851649654
7139,TAS_13967,TAS_13967,Roger River,Conservation Covenant,ACCP,IV,Y,,0,24.65154544,2015/01/08 00:00:00+00,2015/01/08 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PAPL,T,1,M,TAS13967,,Private,145.03914887,-41.11430982,NRS,2.64288161300875e-05,0.0267071692743045
7140,TAS_50751,TAS_50751_an,Red Hut Point,Conservation Area,CA,V,Y,,0,0.07214287,2011/08/03 00:00:00+00,2011/08/03 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,B,1,N,TAS50751,,State,143.97778733,-40.11458652,NRS,7.62126556305e-08,0.00126939989707282
7141,TAS_50291,TAS_50291_a,Cape Bernier,Nature Reserve,NR,Ia,Y,,0,1535.68926888,1989/05/10 00:00:00+00,2000/12/27 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,T,1,I,TAS50291,,State,147.90775277,-42.70168371,NRS,0.0016876729021096,0.376099972929822
7142,TAS_22367,TAS_22367_b,Flat Rock Reserve,Conservation Covenant,ACCP,IV,Y,,0,0.6623315,2006/06/28 00:00:00+00,2008/07/05 00:00:00+00,TAS,TLC,NRE_TAS,P,PFRP (TLC) TLC Reserve,T,1,M,TAS22367,,Private,147.26499502,-42.59546547,NRS,7.26467936834e-07,0.00491121708296467
7143,WA_08185,WA_08185,Creery Island,Nature Reserve,NR,Ia,Y,,74.0941,78.64678544,1963/12/20 00:00:00+00,1992/11/27 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,Includes Channel Island. Gazetted to HWM,T,1,M,WA08185,,State,115.72690729,-32.56400408,NRS,7.551779698335e-05,0.0673824536544809
7144,TAS_50252,TAS_50252_df,Southwest,National Park,NP,II,Y,,0,4.40096746,1951/10/24 00:00:00+00,2013/12/18 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,M,TAS50252,,State,146.11832411,-43.5290256,NRS,4.9001325004475e-06,0.0188582612932196
7146,WA_25809,WA_25809,Lake Powell,Nature Reserve,NR,Ia,Y,,192.0107,195.08192421,1960/12/02 00:00:00+00,1989/05/05 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,M,WA25809,,State,117.74152771,-35.01956278,NRS,0.000192670251918558,0.0619675826798834
7147,WA_46108,WA_46108,Unnamed WA46108,Nature Reserve,NR,Ia,Y,,11.821,11.68961752,2000/03/29 00:00:00+00,2000/09/12 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,M,WA46108,,State,115.76030987,-33.32956768,NRS,1.1320251232405e-05,0.0285642878950324
7149,AWC_16,AWC_16,Paruna,Private Nature Reserve,PNR,II,Y,,0,0.00149343,,,WA,AWC,AWC,P,,T,2,M,16,,Private,116.10067772,-31.69957829,NRS,1.4108135595e-09,0.013463114342447
7150,WA_22921,WA_22921,Durokoppin,Nature Reserve,NR,Ia,Y,,1029.7302,1033.14005736,1949/04/29 00:00:00+00,1971/08/27 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA22921,,State,117.76357374,-31.40971551,NRS,0.000979859510446308,0.191257695958926
7152,SA_409,SA_409,Unnamed (No.HA409),Heritage Agreement,HA,III,Y,,2672.18491601,2685.18571149,1992/04/03 00:00:00+00,1992/04/03 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_409,,State,133.19047337,-32.15783884,NRS,0.00256622239727462,0.348841151448707
7154,TAS_50490,TAS_50490_j,Fossil Cove,Conservation Area,CA,III,Y,,0,0.03678735,2007/12/12 00:00:00+00,2007/12/12 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,B,1,N,TAS50490,,State,147.33204372,-43.0198869,NRS,4.06232731695e-08,0.00130640913881078
7155,CWTH_IPA75,CWTH_IPA75_a,Yawuru,Indigenous Protected Area,IPA,VI,Y,,0,0.00022592,2017/01/30 00:00:00+00,2017/01/30 00:00:00+00,WA,IMG,DCCEEW,C,"Boundary created from a combination of data including ILUAs, NNTT, Marine Parks (supplied by IMG Nov 2016)",T,2,M,IPA75,,Indigenous,122.44097007,-18.0486421,NRS,1.10882439e-10,0.00568630158766315
7156,TAS_20814,TAS_20814,Noonameena Wilmot,Conservation Covenant,ACCP,IV,Y,,0,13.2337129,2004/09/03 00:00:00+00,2004/09/03 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PFRP,T,1,M,TAS20814,,Private,146.14829542,-41.43069299,NRS,1.42555555345765e-05,0.0196686807015219
7157,NTWA_0023,NTWA_0023,NTWA Bushland covenant (0023),Conservation Covenant,ACCP,IV,Y,,0,22.77432815,2001/11/28 00:00:00+00,2001/11/28 00:00:00+00,WA,NTWA,NTWA,P,"Use GIS_AREA with caution, covenant covers both bushland and farmland and may/may not cover the entire parcel",T,1,M,0023,,Private,117.09510051,-31.9010165,NRS,2.17129023775e-05,0.0584422789083616
7158,TAS_12646,TAS_12646,Wallers Hill,Conservation Covenant,ACCP,IV,Y,,0,29.14145596,2011/12/13 00:00:00+00,2011/12/13 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,FCF,T,1,M,TAS12646,,Private,147.02772636,-42.99940096,NRS,3.21695913002255e-05,0.0340412946951914
7160,QLD_0791BKB001,QLD_0791BKB001,Blackbraes,National Park,NP,II,Y,,51359.24,51286.85186063,1998/09/04 00:00:00+00,2019/04/19 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,0791BKB001,,State,144.05659795,-19.48437503,NRS,0.0441380611709292,2.87552394628097
7161,TAS_50678,TAS_50678_l,Blyth Point,Conservation Area,CA,V,Y,,0,0.22081426,2011/09/28 00:00:00+00,2011/09/28 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,B,1,N,TAS50678,,State,147.84817467,-39.7625336,NRS,2.320927696575e-07,0.00317878155773912
7162,VIC_1433,VIC_1433,Glenrowan I69 B.R,Natural Features Reserve,NFR,IV,Y,,1.26,1.2603541,1987/02/11 00:00:00+00,2005/06/21 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1433,,State,146.2051782,-36.46734675,NRS,1.2672118639375e-06,0.00633796578313512
7163,VIC_4555,VIC_4555,Mossman Park B.R.,Natural Features Reserve,NFR,IV,Y,,9.302,9.30577032,2002/02/26 00:00:00+00,2005/09/06 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4555,,State,142.78868478,-37.07247614,NRS,9.429117351559e-06,0.0372004592514684
7164,VIC_1257,VIC_1257,Torneys Tank B.R.,Natural Features Reserve,NFR,IV,Y,,30.975,30.97064698,1979/05/01 00:00:00+00,2003/07/29 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,Update  Shape 2020,T,1,N,1257,,State,143.1231107,-35.78110595,NRS,3.0872812260081e-05,0.0274612723280693
7166,VIC_2830,VIC_2830,Kurkuruc Creek SS.R.,Natural Features Reserve,NFR,III,Y,,4.471,4.47187401,1988/08/23 00:00:00+00,2006/04/04 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,2830,,State,144.97070161,-37.14712894,NRS,4.5356124997545e-06,0.0156746131151926
7168,TAS_20271,TAS_20271_d,Marchwiel #3,Conservation Covenant,ACCP,IV,Y,,0,48.91142867,2000/12/05 00:00:00+00,2000/12/05 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PFRP,T,1,M,TAS20271,,Private,147.92672555,-42.7304331,NRS,5.3762325583288e-05,0.0363833297844006
7170,VIC_2228,VIC_2228,Yarrowee B.R.,Natural Features Reserve,NFR,IV,Y,,1.921,1.92085319,1983/11/22 00:00:00+00,1986/10/14 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,2228,,State,143.83078298,-37.69391626,NRS,1.9622604370765e-06,0.00591713093455529
7173,VIC_4986,VIC_4986,Wakiti Creek SS.R.,Natural Features Reserve,NFR,III,Y,,311.759,2.818e-05,,,VIC,VIC_DEECA,VIC_DEECA,G,Update  Shape 2020,T,2,N,4986,,State,145.04862135,-36.12261126,NRS,2.25586935e-11,0.00314130468658473
7174,QLD_NR89,QLD_NR89,Dead Sea Springs,Nature Refuge,NREF,VI,Y,,1330,1331.25723896,2007/06/28 00:00:00+00,2007/06/28 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,PA334,,Private,144.89458386,-27.90303918,NRS,0.0012202184757589,0.150600262697972
7175,QLD_NR17,QLD_NR17,Balclutha (Lava Hill),Nature Refuge,NREF,VI,Y,,976.3,979.41570589,2008/11/28 00:00:00+00,2008/11/28 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,AP18954,,Private,143.54576725,-14.22425409,NRS,0.000820189353142396,0.106668113353939
7176,VIC_2087,VIC_2087,Upotipotpon H80 B.R,Natural Features Reserve,NFR,IV,Y,,9.82,9.82180874,1986/09/30 00:00:00+00,1986/09/30 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,2087,,State,145.82132523,-36.51934283,NRS,9.881754772736e-06,0.0126461767834941
7177,VIC_3992,VIC_3992,Curdie Vale N.C.R.,Natural Features Reserve,NFR,Ia,Y,,4.013,4.01099824,1998/09/22 00:00:00+00,1998/09/22 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,3992,,State,142.84728696,-38.5234771,NRS,4.1434918890915e-06,0.00818288323067177
7178,TAS_50252,TAS_50252_gx,Southwest,National Park,NP,II,Y,,0,8.870749,1951/10/24 00:00:00+00,2013/12/18 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,M,TAS50252,,State,146.37208922,-43.73861825,NRS,9.9108417809125e-06,0.016651965779107
7179,NSW_N0496,NSW_N0496,Yarravel,Nature Reserve,NR,II,Y,,318.328,310.66965938,1969/03/14 00:00:00+00,1999/03/05 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,M,N0496,,State,152.73913158,-31.02610991,NRS,0.00029348118442445,0.118304458661617
7180,AWC_11,AWC_11,Mornington,Private Nature Reserve,PNR,II,Y,,0,321304.09305849,,,WA,AWC,AWC,P,,T,1,M,11,,Private,126.46027434,-17.33638189,NRS,0.273113105410806,4.28151200477555
7181,TAS_20466,TAS_20466_d,Lilyburn,Conservation Covenant,ACCP,IV,Y,,0,75.84978679,2001/09/06 00:00:00+00,2001/09/06 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PFRP,T,1,M,TAS20466,,Private,147.47207492,-41.56704534,NRS,8.1877255952827e-05,0.0451905624190629
7182,VIC_788,VIC_788,Brooks Swamp W.R,Natural Features Reserve,NFR,VI,Y,,207.218,207.27388503,1987/09/22 00:00:00+00,1987/09/22 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,788,,State,141.5002385,-36.66922633,NRS,0.000208936110960071,0.0709621178930225
7183,WA_39744,WA_39744,Unnamed WA39744,Nature Reserve,NR,Ia,Y,,4407.8442,4399.41921483,1989/02/24 00:00:00+00,2007/02/28 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA39744,,State,115.19307584,-29.74138546,NRS,0.00410246771900848,0.463574268623926
7184,VIC_1906,VIC_1906,Dunstan B.R,Natural Features Reserve,NFR,IV,Y,,11.824,11.82401645,1987/09/22 00:00:00+00,1991/04/09 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1906,,State,142.81025672,-36.00827599,NRS,1.1819947594654e-05,0.0171496792060713
7185,SA_10216,SA_10216,Knott Hill,Forest Reserve,FR,IV,Y,,243.12195095,81.18634685,,,SA,SA_FRST,SA_DEW,G,,T,1,M,SA_10216,,State,138.69219274,-35.18403953,NRS,8.034422449096e-05,0.0823185638318696
7186,SA_1445,SA_1445,Unnamed (No.HA1445),Heritage Agreement,HA,III,Y,,6.21934804,6.23225509,2009/02/05 00:00:00+00,2009/02/05 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1445,,State,138.66643711,-35.04235117,NRS,6.1569007606785e-06,0.0186365584907215
7188,SA_1637,SA_1637,Unnamed (No.HA1637),Heritage Agreement,HA,III,Y,,5.46954355,5.48073583,2021/11/29 00:00:00+00,2021/11/29 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1637,,State,138.72547404,-35.0577261,NRS,5.4154878343015e-06,0.0135831813241964
7189,TAS_50029,TAS_50029_b,Coles Bay,Conservation Area,CA,VI,Y,,0,151.85230055,1981/06/10 00:00:00+00,2007/12/12 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,T,1,I,TAS50029,,State,148.25449825,-42.11351841,NRS,0.000165299406108088,0.259010040248865
7190,NSW_N0547,NSW_N0547,Snapper Island,Nature Reserve,NR,Ia,Y,,13,10.61089411,1982/07/30 00:00:00+00,1982/07/30 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,I,N0547,,State,152.00080088,-32.70200011,NRS,1.02041801651345e-05,0.0159402462306948
7191,NTWA_0076,NTWA_0076,NTWA Bushland covenant (0076),Conservation Covenant,ACCP,IV,Y,,0,33.35965683,2004/11/01 00:00:00+00,2004/11/01 00:00:00+00,WA,NTWA,NTWA,P,"Use GIS_AREA with caution, covenant covers both bushland and farmland and may/may not cover the entire parcel",T,1,M,0076,,Private,116.00726614,-32.385738,NRS,3.19704822235e-05,0.0317932561333375
7192,NT_PA131,NT_PA131_b,Limmen,National Park,NP,V,Y,,932700,2714.85616349,2012/06/26 00:00:00+00,2012/06/26 00:00:00+00,NT,NT_PWCNT,NT_PWCNT,G,"Admin parcel over part NT POR 819, Mineral Licence area excised and proposed haul road buffer",T,1,I,,,State,135.25139547,-14.75703425,NRS,0.00227900049026432,0.305772478752886
7193,WA_01563,WA_01563,Unnamed WA01563,Nature Reserve,NR,Ia,Y,,99.0997,99.13416813,1891/05/12 00:00:00+00,1992/06/12 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA01563,,State,116.80006543,-31.43036983,NRS,9.40429200599555e-05,0.0394962897940791
7194,SA_279,SA_279,Unnamed (No.HA279),Heritage Agreement,HA,III,Y,,532.07036946,532.71045526,1989/07/25 00:00:00+00,1989/07/25 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_279,,State,140.42074501,-35.47497418,NRS,0.000529053189473845,0.179184728657985
7197,SA_301,SA_301,Unnamed (No.HA301),Heritage Agreement,HA,III,Y,,445.2148423,447.26770154,1989/11/17 00:00:00+00,1989/11/17 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_301,,State,135.12607579,-32.95078398,NRS,0.000431302527222875,0.0926782699418538
7198,QLD_NR3433,QLD_NR3433,Teemburra,Nature Refuge,NREF,VI,Y,,1999.8,2005.85490828,2016/12/16 00:00:00+00,2018/06/29 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,AP21399,,Private,148.63605511,-21.17889976,NRS,0.00174465381172574,0.385263298432014
7200,QLD_0282KPS001,QLD_0282KPS001,Keppel Sands,Conservation Park,CP,III,Y,,98.41,98.74157598,1975/03/29 00:00:00+00,2020/08/28 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,0282KPS001,,State,150.7771954,-23.33023835,NRS,8.7179930968729e-05,0.0846588348818264
7203,TAS_50252,TAS_50252_bk,Southwest,National Park,NP,II,Y,,0,0.65762915,1951/10/24 00:00:00+00,2013/12/18 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,M,TAS50252,,State,145.92108804,-43.3821205,NRS,7.304654529045e-07,0.00408084353687818
7204,WA_07537,WA_07537,John Forrest,National Park,NP,II,Y,,2699.5845,2699.93376957,1900/11/30 00:00:00+00,1990/09/14 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,M,WA07537,,State,116.08634481,-31.86968271,NRS,0.00257314603327541,0.307730409352868
7205,NSW_N0101,NSW_N0101,Scheyville,National Park,NP,V,Y,,920,931.6075541,1996/04/04 00:00:00+00,1996/04/04 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,M,N0101,,State,150.89602936,-33.59665658,NRS,0.000904930414876937,0.374705125904849
