"Supplied Name","verbatimScientificName","vernacularName","rawFamily","sourceStatus","status","IUCN_equivalent_status","taxonRank","guid","scientificName","genus","family","order","class","phylum","kingdom","vernacularName","matchType","nameType"
"Litoria nyakalensis","Litoria nyakalensis","Mountain Mist Frog, Nyakala Frog","Pelodryadidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/ff59d88c-1e72-4164-8dd1-063634c62f5d","Litoria nyakalensis","Litoria","Pelodryadidae","Anura","Amphibia","Chordata","Animalia","Nyakala Frog","exactMatch",
"Hakea pulvinifera","Hakea pulvinifera","Lake Keepit Hakea","Proteaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2917559","Hakea pulvinifera","Hakea","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Lake Keepit Hakea","exactMatch",
"Dasyurus maculatus maculatus (SE mainland population)","Dasyurus maculatus maculatus (SE mainland population)","Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)","Dasyuridae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/c4d41c94-ad01-4fc1-a797-032ff6a10233","Dasyurus maculatus maculatus","Dasyurus","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia","Spotted-tailed Quoll","exactMatch",
"Zieria tuberculata","Zieria tuberculata","Warty Zieria","Rutaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2901823","Zieria tuberculata","Zieria","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae","Warty Zieria","exactMatch",
"Pennantia endlicheri","Pennantia endlicheri","Pennantia","Icacinaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2915354","Pennantia endlicheri","Pennantia","Pennantiaceae","Apiales","Equisetopsida","Charophyta","Plantae","Pennantia","exactMatch",
"Pseudomys auritus","Pseudomys auritus","Long-eared Mouse","Muridae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/f3f1ad24-212e-4c66-b118-a59c0a0e69b7","Pseudomys auritus","Pseudomys","Muridae","Rodentia","Mammalia","Chordata","Animalia","Long-eared Mouse","exactMatch",
"Syzygium paniculatum","Syzygium paniculatum","Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51440400","Syzygium paniculatum","Syzygium","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Magenta Lilly Pilly","exactMatch",
"Petrophile nivea","Petrophile nivea","-","Proteaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2898231","Petrophile nivea","Petrophile","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Taudactylus rheophilus","Taudactylus rheophilus","Tinkling Frog","Myobatrachidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/a62393ae-c5d3-4563-bf90-1cc81b50cdfa","Taudactylus rheophilus","Taudactylus","Myobatrachidae","Anura","Amphibia","Chordata","Animalia","Tinkling Frog","exactMatch",
"Thelymitra epipactoides","Thelymitra epipactoides","Metallic Sun-orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51414274","Thelymitra epipactoides","Thelymitra","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Metallic Sun-orchid","exactMatch",
"Euphrasia bella","Euphrasia bella","Lamington Eyebright, Mt. Merino Eyebright","Scrophulariaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2919783","Euphrasia bella","Euphrasia","Scrophulariaceae","Lamiales","Equisetopsida","Charophyta","Plantae","Lamington Eyebright","exactMatch",
"Pultenaea parviflora","Pultenaea parviflora","-","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2901006","Pultenaea parviflora","Pultenaea","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Daviesia microcarpa","Daviesia microcarpa","Norseman Pea","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2906376","Daviesia microcarpa","Daviesia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Norseman Pea","exactMatch",
"Psephotus chrysopterygius","Psephotus chrysopterygius","Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin","Psittacidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/63ad9e17-5650-495b-bc32-858f5ed808c3","Psephotellus chrysopterygius","Psephotellus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia","Golden-shouldered Parrot","exactMatch",
"Wollumbinia georgesi","Wollumbinia georgesi","Georges' Snapping Turtle, Bellinger River Sawshell Turtle, Georges Helmeted Turtle","Chelidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/e8b0899e-0148-45ba-b2eb-2c42c3ad3d96","Myuchelys georgesi","Myuchelys","Chelidae","Testudines","Reptilia","Chordata","Animalia","Georges Helmeted Turtle","exactMatch",
"Pristis zijsron","Pristis zijsron","Green Sawfish, Dindagubba, Narrowsnout Sawfish","Pristidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/82ed0913-1b27-4b2b-b2b3-09d1b3ce6ae5","Pristis zijsron","Pristis","Pristidae","Rhinopristiformes","Chondrichthyes","Chordata","Animalia","Green Sawfish","exactMatch",
"Tiliqua scincoides intermedia","Tiliqua scincoides intermedia","Northern Blue-tongued Skink","Scincidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/0d32676a-b908-42b4-b629-98b96b96343a","Tiliqua scincoides intermedia","Tiliqua","Scincidae","Squamata","Reptilia","Chordata","Animalia","Northern Blue-tongued Skink","exactMatch",
"Streblus pendulinus","Streblus pendulinus","Siah's Backbone, Sia's Backbone, Isaac Wood","Moraceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/4057099","Streblus pendulinus","Streblus","Moraceae","Rosales","Equisetopsida","Charophyta","Plantae","Isaac Wood","exactMatch",
"Euastacus spinichelatus","Euastacus spinichelatus","Small Crayfish","Parastacidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/4a019c0f-e4e0-49d9-abd4-b76a55793613","Euastacus spinichelatus","Euastacus","Parastacidae","Decapoda","Malacostraca","Arthropoda","Animalia",,"exactMatch",
"Boronia umbellata","Boronia umbellata","Orara Boronia","Rutaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2913684","Boronia umbellata","Boronia","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae","Orara Boronia","exactMatch",
"Acacia vassalii","Acacia vassalii","Vassal's Wattle","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2920529","Acacia vassalii","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Vassal's Wattle","exactMatch",
"Strophurus horneri","Strophurus horneri","Arnhem Phasmid Gecko","Diplodactylidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/cb7c357c-8cc7-4e68-adb8-6582edf6b677","Strophurus horneri","Strophurus","Diplodactylidae","Squamata","Reptilia","Chordata","Animalia","Arnhem Phasmid Gecko","exactMatch",
"Banksia verticillata","Banksia verticillata","Granite Banksia, Albany Banksia, River Banksia","Proteaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2891102","Banksia verticillata","Banksia","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Albany Banksia","exactMatch",
"Daviesia euphorbioides","Daviesia euphorbioides","Wongan Cactus","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2918417","Daviesia euphorbioides","Daviesia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Wongan Cactus","exactMatch",
"Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.)","Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.)","Masked Eyebright, Masked Cliff Eyebright","Scrophulariaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2916761","Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.)","Euphrasia","Scrophulariaceae","Lamiales","Equisetopsida","Charophyta","Plantae","Masked Cliff Eyebright","exactMatch",
"Parsonsia dorrigoensis","Parsonsia dorrigoensis","Milky Silkpod","Apocynaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2906744","Parsonsia dorrigoensis","Parsonsia","Apocynaceae","Gentianales","Equisetopsida","Charophyta","Plantae","Milky Silkpod","exactMatch",
"Xerothamnella herbacea","Xerothamnella herbacea","-","Acanthaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2908833","Xerothamnella herbacea","Xerothamnella","Acanthaceae","Lamiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Grevillea acanthifolia subsp. paludosa","Grevillea acanthifolia subsp. paludosa","Bog Grevillea","Proteaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2908968","Grevillea acanthifolia subsp. paludosa","Grevillea","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Bog Grevillea","exactMatch",
"Thalassarche impavida","Thalassarche impavida","Campbell Albatross, Campbell Black-browed Albatross","Diomedeidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/bd20a15e-c723-49b5-9186-11ec37fb18e3","Thalassarche impavida","Thalassarche","Diomedeidae","Procellariiformes","Aves","Chordata","Animalia","Campbell Albatross","exactMatch",
"Astrotricha crassifolia","Astrotricha crassifolia","Thick-leaf Star-hair","Araliaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2903877","Astrotricha crassifolia","Astrotricha","Araliaceae","Apiales","Equisetopsida","Charophyta","Plantae","Thickleaf Starhair","exactMatch",
"Acanthornis magna greeniana","Acanthornis magna greeniana","King Island Scrubtit, Scrubtit (King Island)","Acanthizidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/6d74feb3-5a52-468e-851a-14de78223598","Acanthornis magna greeniana","Acanthornis","Acanthizidae","Passeriformes","Aves","Chordata","Animalia","King Island Scrubtit","exactMatch",
"Parsonsia larcomensis","Parsonsia larcomensis","Mt Larcom Silk Pod","Apocynaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2917621","Parsonsia larcomensis","Parsonsia","Apocynaceae","Gentianales","Equisetopsida","Charophyta","Plantae","Mt Larcom Silk Pod","exactMatch",
"Porphyrio albus","Porphyrio albus","White Gallinule","Rallidae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/215be62a-f17a-4aaa-afb7-4227dba97af1","Porphyrio (Notornis) albus","Porphyrio","Rallidae","Gruiformes","Aves","Chordata","Animalia","White Gallinule","exactMatch",
"Corymbia xanthope","Corymbia xanthope","Glen Geddes Bloodwood","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2913257","Corymbia xanthope","Corymbia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Glen Geddes Bloodwood","exactMatch",
"Idiosoma nigrum","Idiosoma nigrum","Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider","Idiopidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/ffc13f29-e9bd-4d87-90f3-3633a4fb4b6d","Idiosoma nigrum","Idiosoma","Idiopidae","Araneae","Arachnida","Arthropoda","Animalia","Shield-backed Trapdoor Spider","exactMatch",
"Acacia curranii","Acacia curranii","Curly-bark Wattle","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2914331","Acacia curranii","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Curly-bark Wattle","exactMatch",
"Calyptorhynchus lathami lathami","Calyptorhynchus lathami lathami","South-eastern Glossy Black-Cockatoo","Cacatuidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/a7578d10-e7ae-48c2-9deb-bab619125a6c","Calyptorhynchus (Calyptorhynchus) lathami lathami","Calyptorhynchus","Cacatuidae","Psittaciformes","Aves","Chordata","Animalia","South-eastern Glossy Black-cockatoo","exactMatch",
"Chlamydogobius gloveri","Chlamydogobius gloveri","Dalhousie Goby","Gobiidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/63fe26dc-b98f-4ee6-8ee1-39f25e55f398","Chlamydogobius gloveri","Chlamydogobius","Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia","Dalhousie Goby","exactMatch",
"Olearia astroloba","Olearia astroloba","Marble Daisy-bush","Asteraceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2897531","Olearia astroloba","Olearia","Asteraceae","Asterales","Equisetopsida","Charophyta","Plantae","Marble Daisy-bush","exactMatch",
"Pseudomys australis","Pseudomys australis","Plains Rat, Palyoora, Plains Mouse","Muridae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/e985914e-3435-4f6b-9978-2cbb19d29fee","Pseudomys australis","Pseudomys","Muridae","Rodentia","Mammalia","Chordata","Animalia","Plains Rat","exactMatch",
"Caladenia bryceana subsp. bryceana","Caladenia bryceana subsp. bryceana","Dwarf Spider-orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51398848","Caladenia bryceana subsp. bryceana","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Dwarf Spider Orchid","exactMatch",
"Deyeuxia drummondii","Deyeuxia drummondii","Drummond's Grass, Drummond Grass","Poaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2907738","Deyeuxia drummondii","Deyeuxia","Poaceae","Poales","Equisetopsida","Charophyta","Plantae","Drummond Grass","exactMatch",
"Pterostylis gibbosa","Pterostylis gibbosa","Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51412148","Pterostylis gibbosa","Pterostylis","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Illawarra Greenhood","exactMatch",
"Pterostylis wapstrarum","Pterostylis wapstrarum","Fleshy Greenhood","Orchidaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51412444","Pterostylis wapstrarum","Pterostylis","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Fleshy Greenhood","exactMatch",
"Macrozamia cranei","Macrozamia cranei","-","Zamiaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2892095","Macrozamia cranei","Macrozamia","Zamiaceae","Cycadales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Conospermum undulatum","Conospermum undulatum","Wavy-leaved Smokebush","Proteaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2915372","Conospermum undulatum","Conospermum","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Wavyleaved Smokebush","exactMatch",
"Caladenia leucochila","Caladenia leucochila","Collie Spider Orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51399129","Caladenia leucochila","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Collie Spider Orchid","exactMatch",
"Perameles eremiana","Perameles eremiana","Desert Bandicoot, Walilya","Peramelidae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/f234f91f-8e00-405d-a89b-eb8fbc65a123","Perameles eremiana","Perameles","Peramelidae","Peramelemorphia","Mammalia","Chordata","Animalia","Desert Bandicoot","exactMatch",
"Anigozanthos bicolor subsp. minor","Anigozanthos bicolor subsp. minor","Little Kangaroo Paw, Two-coloured Kangaroo Paw, Small Two-colour Kangaroo Paw","Haemodoraceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2913665","Anigozanthos bicolor subsp. minor","Anigozanthos","Haemodoraceae","Commelinales","Equisetopsida","Charophyta","Plantae","O Paw","exactMatch",
"Euastacus urospinosus","Euastacus urospinosus","Maleny Crayfish","Parastacidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/d1f1d092-af83-44b2-ba7d-6219ce2be271","Euastacus urospinosus","Euastacus","Parastacidae","Decapoda","Malacostraca","Arthropoda","Animalia","Maleny Crayfish","exactMatch",
"Pittosporum bracteolatum","Pittosporum bracteolatum","Oleander","Pittosporaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2886117","Pittosporum bracteolatum","Pittosporum","Pittosporaceae","Apiales","Equisetopsida","Charophyta","Plantae","Oleander","exactMatch",
"Lichenostomus melanops cassidix","Lichenostomus melanops cassidix","Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)","Meliphagidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/c74c3d35-c98c-4ef0-93bf-b9b6ace016b1","Lichenostomus melanops cassidix","Lichenostomus","Meliphagidae","Passeriformes","Aves","Chordata","Animalia","Helmeted Honeyeater","exactMatch",
